Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;;;;
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;I;2;S5;9;UBERLANDIA;MG;01/03/2021;57909;12729;23810;16401;300;4668;0;0;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;I;2;S5;9;PITANGUI;MG;01/03/2021;57464;17181;33770;4711;0;1802;0;0;;;;
CREDISAN COOPERATIVA DE CRÉDITO;62109566;b3S;I;2;S5;9;SAO JOAO DA BOA VISTA;SP;01/03/2021;57251;15866;31189;10195;0;0;2;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL – SICOOB CENTRO SUL MS;10319386;b3S;I;2;S5;9;DOURADOS;MS;01/03/2021;57202;3072;36657;14186;0;3286;0;0;;;;
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11760553;n1;I;2;S4;14;DOURADINA;PR;01/03/2021;56753;7432;4465;28583;16273;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;I;2;S5;9;FRUTAL;MG;01/03/2021;56223;13290;21227;11381;10051;274;0;0;;;;
COOPERATIVA DE CRÉDITO CREDIOESTE LTDA. - SICOOB CREDIOESTE;25420696;b3S;I;2;S5;9;ABAETE;MG;01/03/2021;55796;11704;35178;5027;7;3879;0;0;;;;
BANCO RNX S.A.;80271455;b2;I;2;S4;8;CURITIBA;PR;01/03/2021;55330;372;12229;40271;2458;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;I;2;S5;9;POMPEU;MG;01/03/2021;55051;16516;23801;13347;0;1386;0;0;;;;
COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS;2405189;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2021;54344;17053;26994;10262;0;35;1;0;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IBIRAIARAS - CRESOL NORDESTE;6139650;b3S;I;2;S5;9;IBIRAIARAS;RS;01/03/2021;54218;20511;21437;12267;0;0;3;0;;;;
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;I;2;S5;14;ARAUCARIA;PR;01/03/2021;53976;2960;4208;46292;515;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2021;53927;12070;31991;9753;0;113;0;0;;;;
COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;26014175;b3S;I;2;S5;9;GUARANI;MG;01/03/2021;53762;11840;27218;14201;0;503;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC;2587492;b3S;I;2;S5;9;URUBICI;SC;01/03/2021;53613;18834;27116;7318;0;345;0;0;;;;
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2021;53418;14383;22691;16272;0;73;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA GERAÇÕES – CRESOL GERAÇÕES;4622657;b3S;I;2;S5;9;TENENTE PORTELA;RS;01/03/2021;53350;14087;25478;13783;0;0;1;0;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;I;2;S5;9;SAO JOSE;SC;01/03/2021;53117;17668;28266;6783;0;399;0;0;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. – SICOOB UNIÃO CENTRAL;22749014;b3S;I;2;S5;9;PARAOPEBA;MG;01/03/2021;52980;11502;30396;8943;0;2138;0;0;;;;
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4237413;b3S;I;2;S5;9;PETROLINA;PE;01/03/2021;52648;4484;24730;23434;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;I;2;S5;9;PEDRO LEOPOLDO;MG;01/03/2021;52641;18292;27171;6899;0;278;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;I;2;S5;9;PIRAPORA;MG;01/03/2021;50242;15286;28355;6076;0;525;0;0;;;;
COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO;71238232;b3S;I;2;S5;9;CARMOPOLIS DE MINAS;MG;01/03/2021;50237;13520;22821;13739;0;157;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;I;2;S5;9;GUARAMIRIM;SC;01/03/2021;49825;10702;28372;10391;0;359;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;I;2;S5;9;TEOFILO OTONI;MG;01/03/2021;49807;21133;23718;4696;0;258;1;0;;;;
BANCO XCMG BRASIL S.A.;36658769;b2;I;3;S4;8;POUSO ALEGRE;MG;01/03/2021;48978;0;4907;43336;735;0;0;0;;;;
FATOR;50122;b1;C;2;S4;199;SAO PAULO;SP;01/03/2021;48815;48776;0;39;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;I;2;S5;9;VITORIA DA CONQUISTA;BA;01/03/2021;48769;12384;30400;5089;0;896;1;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;I;2;S5;9;ITAJUBA;MG;01/03/2021;48260;11665;30501;5904;0;189;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;I;2;S5;9;ANAPOLIS;GO;01/03/2021;48132;11277;27119;6585;1495;1656;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;I;2;S5;9;FREDERICO WESTPHALEN;RS;01/03/2021;47981;13109;20792;14079;0;0;2;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS ADVOGADOS LTDA. - SICOOB CREDIJUR;2480577;b3S;I;2;S5;9;GOIANIA;GO;01/03/2021;47884;5530;30697;10748;0;909;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;I;2;S5;9;IJUI;RS;01/03/2021;47830;6410;24233;17129;0;58;0;0;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;73422792;b3S;I;2;S5;9;RUBIATABA;GO;01/03/2021;47667;18158;23369;4839;218;1082;0;0;;;;
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;I;2;S5;9;ARAPONGAS;PR;01/03/2021;47399;9348;24101;8382;0;5567;0;0;;;;
BARIGUI;51774;b2;C;2;S4;198;CURITIBA;PR;01/03/2021;46630;28045;11186;7398;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO DE FRONTEIRAS DE RO/MT LTDA. - SICOOB FRONTEIRAS;3612764;b3S;I;2;S5;9;CACOAL;RO;01/03/2021;46552;6040;28392;10318;0;1802;0;0;;;;
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;I;2;S5;9;JUAZEIRO DO NORTE;CE;01/03/2021;46320;6592;29518;10211;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;I;2;S5;9;QUIRINOPOLIS;GO;01/03/2021;45745;12596;24019;8125;0;1005;1;0;;;;
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE – CRESOL NOROESTE RS/PE/CE;2663426;b3S;I;2;S5;9;CONSTANTINA;RS;01/03/2021;45346;12575;27148;5620;0;0;2;0;;;;
AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;27214112;n1;I;2;S4;14;CUIABA;MT;01/03/2021;45287;10428;3631;29856;956;416;0;0;;;;
COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE;4138455;b3S;I;2;S5;9;NATAL;RN;01/03/2021;44955;9531;27441;6299;0;1684;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2021;44802;274;8104;19133;17291;0;0;0;;;;
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2021;44530;947;4405;37331;1847;0;0;0;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;I;2;S5;9;FEIRA DE SANTANA;BA;01/03/2021;44406;5253;22283;16044;0;827;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;1073966;b3S;I;2;S5;9;ABELARDO LUZ;SC;01/03/2021;42539;17170;18232;7136;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DO SERTÃO BAIANO LTDA - SICOOB SERTÃO;2057584;b3S;I;2;S5;9;PINTADAS;BA;01/03/2021;42324;18391;20956;2123;0;852;1;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA;33579731;b3S;I;2;S5;9;MORRINHOS;GO;01/03/2021;42304;11160;26932;3904;0;307;1;0;;;;
BANCO OURINVEST S.A.;78632767;b1;I;2;S4;8;SAO PAULO;SP;01/03/2021;41693;6068;2372;32224;1029;0;1;0;;;;
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;I;2;S5;9;ITABUNA;BA;01/03/2021;41371;7148;16271;17944;7;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.;2338666;b3S;I;2;S5;9;BRASILIA;DF;01/03/2021;41249;7203;24480;9552;0;13;0;0;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;I;2;S5;9;RECIFE;PE;01/03/2021;41146;3195;15082;22869;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57647653;b3S;I;2;S4;9;JAGUARIUNA;SP;01/03/2021;41092;7003;24061;10009;19;0;0;0;;;;
COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA;3412878;b3S;I;2;S5;9;ITURAMA;MG;01/03/2021;40267;10560;19619;9860;0;228;0;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES – CRESOL UNIÃO DOS VALES;5231945;b3S;I;2;S5;9;IVAIPORA;PR;01/03/2021;40088;14755;22569;2763;0;0;1;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;I;2;S5;9;PASSO FUNDO;RS;01/03/2021;39699;2685;17180;13410;4990;1435;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;I;2;S5;9;RIBEIRAO PRETO;SP;01/03/2021;39696;9025;19445;5637;128;5459;1;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;26960328;b3S;I;2;S5;9;PARAISO DO NORTE DO TOCANTINS;TO;01/03/2021;39515;10475;25763;3032;0;244;1;0;;;;
COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. – SICOOB UNIÃO CENTRO OESTE;26072728;b3S;I;2;S5;9;ARCOS;MG;01/03/2021;39331;9514;23878;4694;0;1244;0;0;;;;
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;I;2;S4;9;SALVADOR;BA;01/03/2021;39292;0;0;39292;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65239402;b3S;I;2;S5;9;CARMO DO CAJURU;MG;01/03/2021;39229;10841;19304;8887;0;198;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;I;2;S5;9;RIO BRANCO;AC;01/03/2021;38943;4065;17971;13389;0;3517;0;0;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2021;38274;2362;16391;14729;2645;2146;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;I;2;S5;9;JARAGUA DO SUL;SC;01/03/2021;38172;8987;18243;8774;1805;363;0;0;;;;
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;I;2;S5;9;SOUSA;PB;01/03/2021;37941;7126;18697;12118;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;I;2;S5;9;CACADOR;SC;01/03/2021;37829;7398;20535;9125;0;770;0;0;;;;
BANCO INBURSA S.A.;4866275;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;36502;8;513;11979;24001;0;0;0;;;;
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;I;2;S4;9;GOIANIA;GO;01/03/2021;36301;0;0;36301;0;0;0;0;;;;
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;I;2;S5;9;LAGES;SC;01/03/2021;36293;9267;24909;2081;0;36;0;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA;10520232;b3S;I;2;S5;9;JI-PARANA;RO;01/03/2021;36260;6956;19198;10104;0;0;2;0;;;;
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. – SICOOB CREDIESMERALDAS;68512748;b3S;I;2;S5;9;ESMERALDAS;MG;01/03/2021;35841;16060;17263;2347;0;170;0;0;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;I;2;S5;9;GOIANESIA;GO;01/03/2021;34831;3637;18676;12514;0;4;0;0;;;;
COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO;21661202;b3S;I;2;S5;9;ENTRE RIOS DE MINAS;MG;01/03/2021;34455;10533;17370;6069;0;482;0;0;;;;
LECCA;51523;n1;C;2;S4;197;RIO DE JANEIRO;RJ;01/03/2021;34218;0;24431;6735;3052;0;0;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;I;2;S5;9;GRANDES RIOS;PR;01/03/2021;34159;4636;16203;13319;0;0;1;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;I;2;S5;9;MINEIROS;GO;01/03/2021;34046;6352;12611;15016;0;67;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;I;2;S5;9;SANTO CRISTO;RS;01/03/2021;32936;12957;8825;6394;4760;0;1;0;;;;
COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA;41255225;b3S;I;2;S5;9;CARUARU;PE;01/03/2021;32323;8531;16341;7314;137;0;0;0;;;;
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;I;2;S4;9;JOAO PESSOA;PB;01/03/2021;32235;0;0;32235;0;0;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;I;2;S5;9;JUIZ DE FORA;MG;01/03/2021;31694;4140;17121;10136;0;297;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE;71261184;b3S;I;2;S5;9;CARATINGA;MG;01/03/2021;31607;8480;18614;1157;0;3354;0;0;;;;
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;I;2;S5;9;CAMPO BELO;MG;01/03/2021;31352;8485;15797;4408;0;2661;1;0;;;;
COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;71154256;b3S;I;2;S5;9;SACRAMENTO;MG;01/03/2021;31027;10514;11672;8767;0;74;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS;3941182;b3S;I;2;S5;9;AGUAS DE LINDOIA;SP;01/03/2021;30592;7235;16726;6093;0;539;0;0;;;;
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;I;2;S4;14;PORTO ALEGRE;RS;01/03/2021;30563;29217;1168;174;0;0;4;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;71378426;b3S;I;2;S5;9;ARAXA;MG;01/03/2021;30286;5472;14119;9418;0;1277;0;0;;;;
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;I;2;S5;9;VALPARAISO;SP;01/03/2021;29930;15017;12563;903;0;1448;0;0;;;;
COOPERATIVA DE CRÉDITO DE VAZANTE LTDA. – SICOOB CREDIVAZ;803287;b3S;I;2;S5;9;VAZANTE;MG;01/03/2021;29922;5010;13565;10461;0;886;0;0;;;;
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;I;2;S4;9;PASSO FUNDO;RS;01/03/2021;29865;29865;0;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI;71230338;b3S;I;2;S5;9;ARCOS;MG;01/03/2021;29434;6438;18815;3573;0;609;0;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;11969853;b3S;I;2;S5;9;MEDIANEIRA;PR;01/03/2021;29415;11973;13288;4152;0;0;1;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL;18966739;b3S;I;2;S5;9;TRES PONTAS;MG;01/03/2021;29406;8906;13744;6295;0;461;0;0;;;;
AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S/A - DESENVOLVE MT;6284531;n1;I;1;S4;30;CUIABA;MT;01/03/2021;29189;9462;18233;1281;214;0;0;0;;;;
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;3183937;n1;I;1;S4;30;MANAUS;AM;01/03/2021;29044;1656;13590;13570;0;228;0;0;;;;
BANCO INDUSCRED DE INVESTIMENTO S.A.;33588252;b2;I;2;S4;13;SAO PAULO;SP;01/03/2021;28957;687;8980;17228;2062;0;0;0;;;;
COOPERATIVA DE CREDITO POTIGUAR – SICOOB POTIGUAR;2382755;b3S;I;2;S5;9;NATAL;RN;01/03/2021;28881;4147;11886;9420;0;3429;0;0;;;;
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;S4;9;BELO HORIZONTE;MG;01/03/2021;28842;0;0;28842;0;0;0;0;;;;
BANCO KDB DO BRASIL S.A.;7656500;b1;I;3;S4;8;SAO PAULO;SP;01/03/2021;28823;0;28823;0;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;I;2;S5;9;SANANDUVA;RS;01/03/2021;28668;14404;9339;4925;0;0;2;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;10143499;b3S;I;2;S5;9;JATAI;GO;01/03/2021;28354;2921;18985;6447;0;0;0;0;;;;
BANCO SENFF S.A.;11970623;b1;I;2;S4;8;CURITIBA;PR;01/03/2021;28187;27720;0;441;0;0;26;0;;;;
SICOOB CREDIGOIÁS COOPERATIVA DE CRÉDITO LTDA.;37255049;b3S;I;2;S5;9;GOIANIA;GO;01/03/2021;27921;354;17453;5297;0;4818;0;0;;;;
AGÊNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A.;13178690;n1;I;1;S4;30;RECIFE;PE;01/03/2021;27748;1087;5063;21227;370;NI;0;NI;;;;
COOPERATIVA DE CRÉDITO SICOOB UNIDAS;1042487;b3S;I;2;S5;9;BELEM;PA;01/03/2021;27716;3859;17508;4312;0;2036;1;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8560508;b3S;I;2;S5;9;SAO JOAO DO TRIUNFO;PR;01/03/2021;27213;9710;7968;9534;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;I;2;S5;9;JOAO PINHEIRO;MG;01/03/2021;26923;10077;11902;4759;0;184;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;I;2;S5;9;SANTA CRUZ DAS PALMEIRAS;SP;01/03/2021;26915;9483;11789;4218;0;1425;1;0;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;I;2;S5;9;DONA EMMA;SC;01/03/2021;26847;8517;13059;5271;0;0;1;0;;;;
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;I;2;S5;9;DOURADOS;MS;01/03/2021;26506;3678;13452;9375;0;0;0;0;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS;4490531;b3S;I;2;S5;9;ORIZONA;GO;01/03/2021;26387;3639;7431;15315;0;0;1;0;;;;
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/03/2021;25903;0;0;0;25903;0;0;0;;;;
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;I;2;S5;9;MONTES CLAROS;MG;01/03/2021;25750;5275;14483;5862;0;129;1;0;;;;
CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA;5439425;b3S;I;2;S5;9;RIO BRANCO;AC;01/03/2021;25749;1410;15387;8916;0;36;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED;9579249;b3S;I;2;S5;9;AMERICANA;SP;01/03/2021;25713;5993;17460;1200;0;1060;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2144899;b3S;I;2;S5;9;OURO PRETO DO OESTE;RO;01/03/2021;25634;9491;13826;2154;0;163;0;0;;;;
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;I;2;S5;9;ALPINOPOLIS;MG;01/03/2021;25577;8296;13677;3461;0;143;0;0;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI;1699652;b3S;I;2;S5;9;GUAXUPE;MG;01/03/2021;25408;10391;13184;1829;0;2;1;0;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;I;2;S5;9;UBERABA;MG;01/03/2021;24744;4296;16094;2672;0;1682;0;0;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;73326449;b3S;I;2;S5;9;CRUZ ALTA;RS;01/03/2021;24056;5976;13879;3452;0;750;0;0;;;;
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;I;2;S5;9;CARMO DO PARANAIBA;MG;01/03/2021;23711;7574;7832;8053;0;252;0;0;;;;
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;I;2;S5;9;UBERABA;MG;01/03/2021;23620;1639;9121;11900;0;960;0;0;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;I;2;S4;9;CURITIBA;PR;01/03/2021;23548;4027;16677;2843;0;0;0;0;;;;
